Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season
Paul Shirley,PF,26,CHI,7,86,4.6,0.43200000000000005,0.043,0.13,9.9,10.5,10.2,7.9,0.6,0.9,27.0,17.3,-0.2,0.0,-0.1,-0.083,-6.1,-3.1,-9.2,-0.2,2004
Bobby Simmons,SF,23,LAC,56,1376,12.6,0.488,0.032,0.45299999999999996,9.4,12.3,10.8,11.5,2.0,0.9,14.0,16.8,1.6,0.4,2.0,0.07,-0.9,-0.7,-1.6,0.1,2004
Brian Skinner,C,27,MIL,56,1577,14.4,0.513,0.0,0.26899999999999996,8.6,21.0,14.8,5.3,1.0,2.8,12.0,18.7,1.2,1.6,2.7,0.083,-1.1,-0.7,-1.8,0.1,2004
Tamar Slay,SG,23,NJN,22,165,7.8,0.401,0.2,0.233,7.2,10.7,8.9,14.5,2.3,0.5,14.3,21.9,-0.3,0.2,0.0,-0.004,-4.4,-0.7,-5.1,-0.1,2004
Jabari Smith,C,26,SAC,31,168,9.2,0.406,0.043,0.28600000000000003,7.6,13.2,10.5,10.4,0.6,2.5,8.2,23.1,-0.1,0.1,0.0,-0.005,-5.4,-2.3,-7.7,-0.2,2004
Joe Smith,PF,28,MIL,76,2254,16.6,0.51,0.006999999999999999,0.34,11.6,20.8,16.2,5.6,1.1,3.0,9.2,18.0,4.0,2.3,6.3,0.134,0.3,-0.7,-0.4,0.9,2004
Leon Smith,C,23,SEA,1,4,21.7,0.5,0.0,0.0,29.7,29.2,29.5,0.0,0.0,0.0,0.0,23.1,0.0,0.0,0.0,0.201,5.7,-5.7,0.0,0.0,2004
Steve Smith,SG,34,NOH,71,929,11.8,0.5429999999999999,0.365,0.28300000000000003,3.2,6.8,5.0,10.6,0.9,0.5,11.3,18.3,1.5,0.4,1.9,0.099,-0.5,-1.5,-2.0,0.0,2004
Theron Smith,SF,23,MEM,20,178,8.4,0.473,0.27899999999999997,0.18600000000000003,8.2,18.0,13.0,6.0,1.5,2.0,23.1,15.3,-0.1,0.2,0.1,0.019,-3.0,-0.3,-3.3,-0.1,2004
Eric Snow,PG,30,PHI,82,2966,13.5,0.494,0.025,0.442,2.5,8.6,5.6,33.0,1.8,0.2,18.0,16.5,3.2,2.3,5.5,0.09,-1.0,-0.3,-1.3,0.5,2004
Darius Songaila,PF,25,SAC,73,976,14.6,0.541,0.0,0.322,10.8,15.2,13.1,7.6,2.2,0.9,12.1,16.4,1.7,0.9,2.6,0.129,-0.8,-0.4,-1.2,0.2,2004
Latrell Sprewell,SF,33,MIN,82,3100,14.7,0.493,0.23600000000000002,0.233,2.2,8.9,5.7,15.4,1.5,0.5,10.2,23.6,2.5,3.2,5.7,0.08800000000000001,0.3,-0.6,-0.3,1.3,2004
Jerry Stackhouse,SF,29,WAS,26,774,13.2,0.494,0.20199999999999999,0.321,2.3,11.6,6.8,25.1,1.6,0.3,19.4,26.0,-0.2,0.4,0.2,0.013000000000000001,-1.2,-2.5,-3.7,-0.3,2004
Vladimir Stepania,C,27,POR,42,453,12.2,0.45399999999999996,0.0,0.35,13.2,19.5,16.4,8.1,1.4,2.5,13.8,14.4,0.3,0.4,0.8,0.081,-2.3,-0.3,-2.6,-0.1,2004
DeShawn Stevenson,SG-SF,22,TOT,80,2444,11.6,0.473,0.08199999999999999,0.23399999999999999,3.8,10.9,7.3,11.9,1.2,0.6,11.1,20.4,0.8,0.7,1.5,0.028999999999999998,-1.3,-1.7,-3.0,-0.6,2004
DeShawn Stevenson,SG,22,UTA,54,1511,12.2,0.479,0.051,0.22699999999999998,3.5,11.3,7.3,12.0,1.0,0.9,11.0,22.3,0.6,0.8,1.5,0.046,-0.9,-1.5,-2.4,-0.2,2004
DeShawn Stevenson,SF,22,ORL,26,933,10.5,0.46,0.14400000000000002,0.249,4.3,10.4,7.3,11.6,1.4,0.1,11.2,17.3,0.2,-0.2,0.0,0.002,-2.0,-2.0,-3.9,-0.5,2004
Michael Stewart,C-PF,28,TOT,25,147,4.2,0.47200000000000003,0.0,0.33299999999999996,6.1,15.9,11.1,0.0,0.7,4.9,17.9,5.1,0.0,0.2,0.2,0.057,-6.3,1.1,-5.2,-0.1,2004
Michael Stewart,PF,28,CLE,8,76,6.8,0.508,0.0,0.28600000000000003,7.3,18.9,13.1,0.0,0.7,7.5,11.3,5.2,0.1,0.1,0.2,0.102,-5.8,2.7,-3.2,0.0,2004
Michael Stewart,C,28,BOS,17,71,1.5,0.425,0.0,0.4,4.9,12.7,8.9,0.0,0.7,2.2,25.4,5.0,0.0,0.0,0.0,0.009000000000000001,-6.9,-0.5,-7.4,-0.1,2004
Peja Stojaković,SF,26,SAC,81,3264,21.8,0.624,0.4,0.307,3.2,14.1,8.8,9.1,1.7,0.3,8.9,23.9,11.4,2.1,13.5,0.198,5.2,-1.3,3.9,4.9,2004
Damon Stoudamire,PG,30,POR,82,3118,14.8,0.508,0.419,0.142,2.0,9.7,5.9,27.0,1.8,0.2,14.3,19.2,4.5,1.4,5.9,0.091,1.1,-0.9,0.2,1.7,2004
Amar'e Stoudemire,PF,21,PHO,55,2025,19.8,0.536,0.006,0.503,8.8,19.2,14.0,7.0,1.6,3.3,14.4,27.5,2.4,2.0,4.4,0.105,0.8,-0.7,0.1,1.1,2004
Erick Strickland,PG,30,MIL,43,571,14.0,0.529,0.337,0.26,2.6,11.5,7.1,25.7,2.4,0.3,19.8,21.6,0.4,0.4,0.8,0.069,-0.1,0.0,-0.1,0.3,2004
Rod Strickland,PG,37,TOT,61,1197,14.9,0.48200000000000004,0.102,0.278,3.2,11.7,7.4,34.5,1.6,0.7,17.7,18.5,1.0,0.3,1.3,0.052000000000000005,-0.2,-1.7,-1.9,0.0,2004
Rod Strickland,PG,37,ORL,46,915,15.8,0.514,0.12300000000000001,0.28300000000000003,2.9,11.9,7.3,33.8,1.6,0.6,18.1,18.3,1.2,0.0,1.2,0.062,0.5,-2.0,-1.5,0.1,2004
Rod Strickland,PG,37,TOR,15,282,11.8,0.379,0.036000000000000004,0.262,4.1,11.1,7.5,37.0,1.6,1.0,16.1,19.2,-0.2,0.3,0.1,0.019,-2.5,-0.8,-3.2,-0.1,2004
Bruno Šundov,C,23,TOT,5,33,3.5,0.435,0.0,0.6,6.7,26.8,16.8,6.4,0.0,0.0,19.2,21.3,-0.1,0.0,0.0,-0.046,-9.1,-1.6,-10.7,-0.1,2004
Bruno Šundov,C,23,CLE,4,29,0.9,0.387,0.0,0.667,7.6,30.5,19.1,0.0,0.0,0.0,20.5,22.6,-0.1,0.0,-0.1,-0.111,-10.6,-3.4,-14.0,-0.1,2004
Bruno Šundov,C,23,NYK,1,4,22.4,1.0,0.0,0.0,0.0,0.0,0.0,52.7,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.424,2.3,11.3,13.7,0.0,2004
Bob Sura,SG,30,TOT,80,1663,16.2,0.51,0.163,0.466,6.9,15.3,11.2,24.1,2.0,0.6,15.2,19.0,2.6,2.0,4.6,0.133,0.6,0.5,1.1,1.3,2004
Bob Sura,SG,30,DET,53,707,13.0,0.489,0.20800000000000002,0.39899999999999997,5.0,11.8,8.4,21.2,2.9,1.0,16.1,16.0,0.6,1.4,2.0,0.13699999999999998,-1.5,3.1,1.6,0.6,2004
Bob Sura,SG,30,ATL,27,956,18.5,0.521,0.138,0.503,8.4,17.9,13.2,26.3,1.4,0.4,14.8,21.3,2.0,0.6,2.6,0.13,2.1,-1.4,0.7,0.7,2004
Mike Sweetney,PF,21,NYK,42,494,17.2,0.544,0.006999999999999999,0.414,16.1,20.5,18.3,4.8,2.0,1.8,16.2,18.6,0.8,0.7,1.4,0.138,0.0,-1.2,-1.2,0.1,2004
Stromile Swift,PF,24,MEM,77,1528,19.2,0.53,0.006999999999999999,0.45899999999999996,10.3,17.7,14.0,4.4,1.9,5.6,11.4,22.8,2.4,2.4,4.8,0.15,-0.2,0.7,0.5,1.0,2004
Wally Szczerbiak,SF,26,MIN,28,622,15.3,0.539,0.195,0.271,4.7,11.2,8.1,8.9,1.0,0.1,9.6,22.1,1.0,0.6,1.6,0.126,1.2,-0.6,0.6,0.4,2004
Maurice Taylor,PF,27,HOU,75,2081,13.6,0.512,0.003,0.22699999999999998,7.8,13.6,10.9,10.1,1.1,1.7,15.0,22.7,0.9,2.8,3.7,0.085,-1.9,0.1,-1.8,0.1,2004
Jason Terry,PG,26,ATL,81,3018,16.2,0.519,0.35200000000000004,0.217,1.9,10.6,6.3,26.6,2.2,0.4,14.9,23.2,3.6,1.5,5.1,0.08,1.4,-1.1,0.3,1.7,2004
Etan Thomas,C,25,WAS,79,1901,16.4,0.5379999999999999,0.0,0.561,10.5,20.9,15.6,6.4,1.0,4.7,14.7,17.9,2.5,2.1,4.5,0.115,-1.1,0.0,-1.1,0.4,2004
Kenny Thomas,PF,26,PHI,74,2699,15.9,0.527,0.006,0.397,11.5,21.1,16.4,7.7,1.7,1.0,15.3,19.6,2.9,3.7,6.6,0.11800000000000001,-0.2,-0.5,-0.7,0.9,2004
Kurt Thomas,PF,31,NYK,80,2548,14.1,0.503,0.004,0.153,6.7,23.1,15.0,10.2,1.2,2.4,13.0,18.5,1.7,3.3,5.0,0.094,-1.3,0.6,-0.8,0.8,2004
Tim Thomas,SF,26,TOT,66,2089,15.1,0.534,0.239,0.268,3.5,13.9,8.8,10.4,1.6,0.7,11.3,22.4,2.5,1.6,4.1,0.09300000000000001,0.6,-0.5,0.2,1.1,2004
Tim Thomas,SF,26,MIL,42,1343,14.2,0.525,0.255,0.239,3.2,14.1,8.7,11.5,1.6,0.8,11.5,21.5,1.3,0.9,2.2,0.079,0.2,-0.2,0.0,0.7,2004
Tim Thomas,SF,26,NYK,24,746,16.7,0.547,0.21100000000000002,0.317,4.1,13.6,8.9,8.4,1.7,0.5,11.1,24.2,1.2,0.6,1.8,0.11800000000000001,1.4,-0.9,0.5,0.4,2004
Jamaal Tinsley,PG,25,IND,52,1378,16.4,0.541,0.5589999999999999,0.18100000000000002,2.4,9.4,5.8,37.7,3.3,0.9,21.6,17.5,1.9,2.5,4.4,0.154,1.7,1.8,3.5,1.9,2004
Robert Traylor,C,26,NOH,71,942,16.2,0.527,0.017,0.446,12.5,19.4,15.9,8.4,2.2,3.0,15.3,19.6,1.0,1.5,2.5,0.127,-1.8,0.4,-1.4,0.1,2004
Gary Trent,C,29,MIN,68,1025,12.9,0.515,0.018000000000000002,0.27699999999999997,9.8,14.1,12.0,7.8,0.6,1.2,12.8,19.4,1.1,1.2,2.3,0.106,-2.2,-1.1,-3.2,-0.3,2004
Jeff Trepagnier,SG,24,DEN,11,96,2.3,0.308,0.105,0.158,7.0,10.7,8.8,6.4,1.6,0.0,12.9,21.3,-0.3,0.1,-0.2,-0.122,-6.3,-3.6,-9.9,-0.2,2004
Cezary Trybański,C,24,TOT,7,15,-12.1,0.102,0.0,0.5,0.0,7.6,3.8,0.0,3.6,5.0,29.1,21.0,-0.1,0.0,-0.1,-0.396,-20.9,-1.4,-22.3,-0.1,2004
Cezary Trybański,C,24,PHO,4,10,-14.8,0.0,0.0,0.0,0.0,11.5,5.7,0.0,0.0,7.4,50.0,18.1,-0.1,0.0,-0.1,-0.48,-22.8,-2.9,-25.7,0.0,2004
Cezary Trybański,C,24,NYK,3,5,-6.6,0.174,0.0,1.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,26.7,0.0,0.0,0.0,-0.228,-17.1,1.7,-15.5,0.0,2004
Jake Tsakalidis,C,24,MEM,40,533,12.5,0.532,0.0,0.45899999999999996,7.8,19.5,13.6,5.5,0.9,3.0,12.6,15.5,0.6,0.6,1.2,0.105,-2.4,0.2,-2.2,0.0,2004
Nikoloz Tskitishvili,PF,20,DEN,39,307,7.1,0.39299999999999996,0.09,0.23800000000000002,8.7,14.6,11.6,5.2,1.0,1.8,11.2,21.7,-0.3,0.3,-0.1,-0.012,-5.2,-1.4,-6.6,-0.4,2004
Hedo Türkoğlu,SF,24,SAS,80,2073,14.1,0.516,0.374,0.25,2.8,16.3,9.7,12.5,2.1,1.1,11.6,18.1,2.2,4.5,6.7,0.155,0.1,2.4,2.5,2.3,2004
Ime Udoka,SF,26,LAL,4,28,6.7,0.37200000000000005,0.111,0.444,4.0,16.4,10.1,10.9,3.7,2.6,21.8,22.1,-0.1,0.1,0.0,-0.073,-6.7,1.7,-5.0,0.0,2004
Nick Van Exel,PG,32,GSW,39,1255,13.1,0.469,0.313,0.207,1.4,7.9,4.7,28.5,0.9,0.1,13.0,22.1,0.8,0.4,1.2,0.045,0.4,-1.8,-1.4,0.2,2004
Keith Van Horn,SF,28,TOT,72,2340,17.8,0.564,0.258,0.321,7.4,17.1,12.3,9.2,1.5,1.0,14.1,23.6,4.1,2.2,6.3,0.129,1.8,-0.6,1.2,1.9,2004
Keith Van Horn,SF,28,NYK,47,1574,17.2,0.5489999999999999,0.263,0.325,7.3,17.7,12.6,9.6,1.8,0.9,14.5,24.2,2.2,1.7,3.9,0.11900000000000001,1.2,-0.3,0.9,1.2,2004
Keith Van Horn,SF,28,MIL,25,766,18.9,0.595,0.248,0.314,7.6,15.9,11.7,8.4,1.1,1.4,13.2,22.5,1.9,0.5,2.4,0.151,3.1,-1.1,2.0,0.8,2004
Jacque Vaughn,PG,28,ATL,71,1271,8.0,0.44,0.07200000000000001,0.245,1.1,9.2,5.2,24.5,1.8,0.1,21.5,14.0,-0.5,0.4,0.0,-0.002,-4.4,-0.6,-5.0,-1.0,2004
Jake Voskuhl,C,26,PHO,66,1606,11.2,0.5770000000000001,0.0,0.603,8.7,15.7,12.2,5.4,1.4,1.2,16.9,12.8,2.3,1.0,3.3,0.09699999999999999,-2.7,-0.3,-2.9,-0.4,2004
Slavko Vraneš,C,21,POR,1,3,-20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0,-0.371,-19.8,-6.4,-26.2,0.0,2004
Dwyane Wade,PG,22,MIA,61,2126,17.6,0.53,0.066,0.391,4.6,9.0,6.8,25.1,2.2,1.3,17.3,25.0,2.2,2.3,4.6,0.10300000000000001,1.4,0.1,1.4,1.9,2004
Dajuan Wagner,SG,20,CLE,44,708,8.6,0.439,0.281,0.154,1.4,7.7,4.5,12.5,1.9,0.7,11.2,23.3,-0.5,0.4,-0.1,-0.008,-3.6,-1.2,-4.9,-0.5,2004
Antoine Walker,PF,27,DAL,82,2840,15.8,0.475,0.27,0.165,7.4,19.1,13.1,19.4,1.2,1.7,14.3,21.8,2.4,1.5,3.9,0.066,1.3,-0.8,0.5,1.8,2004
Samaki Walker,PF,27,MIA,33,418,10.4,0.444,0.02,0.444,11.6,19.7,15.6,2.4,1.2,2.1,11.2,15.0,0.1,0.6,0.7,0.08,-3.0,-0.5,-3.5,-0.2,2004
Ben Wallace*,C,29,DET,81,3050,17.3,0.441,0.011000000000000001,0.38799999999999996,12.5,25.5,19.1,7.7,2.6,6.1,12.3,15.3,1.1,9.1,10.2,0.16,0.2,3.3,3.5,4.3,2004
Gerald Wallace,SF,21,SAC,37,337,10.6,0.377,0.022000000000000002,0.27,12.1,12.8,12.4,8.2,2.1,2.9,7.4,14.4,0.0,0.3,0.4,0.052000000000000005,-2.5,-0.6,-3.1,-0.1,2004
John Wallace,SF,29,MIA,37,368,11.6,0.486,0.09,0.276,3.8,15.1,9.3,7.2,0.7,1.7,12.9,23.9,-0.1,0.4,0.3,0.039,-1.8,-0.8,-2.6,-0.1,2004
Rasheed Wallace,PF,29,TOT,68,2390,17.8,0.51,0.255,0.218,5.1,17.4,11.3,12.1,1.4,3.8,10.0,23.4,3.1,3.1,6.2,0.125,1.5,0.8,2.3,2.6,2004
Rasheed Wallace,PF,29,POR,45,1675,17.5,0.52,0.259,0.23199999999999998,4.9,16.1,10.6,12.4,1.2,3.2,10.6,23.3,2.5,1.4,3.9,0.111,1.7,-0.2,1.5,1.5,2004
Rasheed Wallace,PF,29,ATL,1,42,13.7,0.395,0.25,0.125,2.7,13.3,8.1,9.2,1.3,8.8,10.6,30.7,-0.1,0.0,-0.1,-0.068,-2.3,-1.0,-3.3,0.0,2004
Rasheed Wallace,PF,29,DET,22,673,18.8,0.495,0.24600000000000002,0.192,5.6,20.8,13.3,11.5,1.9,5.1,8.7,23.2,0.7,1.7,2.4,0.171,1.4,3.2,4.6,1.1,2004
Luke Walton,PF,23,LAL,72,730,12.7,0.505,0.255,0.28800000000000003,6.0,13.8,9.8,23.0,2.0,0.8,20.3,13.3,0.7,0.9,1.6,0.10300000000000001,-0.4,1.3,0.9,0.5,2004
Charlie Ward,PG,33,TOT,71,1252,14.5,0.528,0.528,0.069,1.1,11.9,6.6,29.0,2.7,0.7,19.3,18.4,1.1,1.8,2.9,0.11,0.8,1.5,2.3,1.4,2004
Charlie Ward,PG,33,NYK,35,827,17.5,0.5660000000000001,0.531,0.081,1.4,11.8,6.7,35.1,3.0,0.7,20.4,19.0,1.4,1.0,2.3,0.134,2.7,1.4,4.1,1.3,2004
Charlie Ward,PG,33,SAS,36,425,8.7,0.449,0.523,0.046,0.5,12.0,6.3,17.3,2.2,0.5,16.9,17.4,-0.3,0.8,0.6,0.064,-2.8,1.7,-1.1,0.1,2004
Earl Watson,PG,24,MEM,81,1669,12.8,0.43799999999999994,0.228,0.297,3.3,8.8,6.0,37.5,2.9,0.8,21.8,18.1,0.1,1.7,1.8,0.052000000000000005,-1.3,0.3,-1.0,0.4,2004
Clarence Weatherspoon,PF,33,TOT,52,868,14.6,0.5379999999999999,0.005,0.341,10.5,16.9,13.8,5.9,1.9,1.3,12.6,15.2,1.2,1.3,2.6,0.141,-0.4,0.7,0.3,0.5,2004
Clarence Weatherspoon,PF,33,NYK,15,216,13.5,0.5579999999999999,0.0,0.475,7.6,19.0,13.4,9.4,2.0,0.7,15.7,12.3,0.3,0.3,0.6,0.132,-0.4,1.2,0.8,0.2,2004
Clarence Weatherspoon,PF,33,HOU,37,652,15.0,0.5329999999999999,0.006,0.31,11.5,16.2,13.9,4.7,1.8,1.5,11.8,16.1,0.9,1.1,2.0,0.145,-0.3,0.5,0.2,0.4,2004
Chris Webber*,PF,30,SAC,23,831,17.2,0.456,0.012,0.271,6.7,20.3,13.6,22.0,1.9,1.7,11.3,28.9,0.1,0.9,1.1,0.061,-0.2,-0.4,-0.6,0.3,2004
Bonzi Wells,SG,27,TOT,72,1872,13.0,0.47600000000000003,0.081,0.215,4.8,11.2,7.9,13.6,2.6,0.7,14.8,26.5,-0.9,1.8,0.9,0.023,-2.5,-0.5,-3.0,-0.4,2004
Bonzi Wells,SG,27,POR,13,404,11.3,0.423,0.046,0.154,6.2,11.7,9.0,15.6,2.8,0.6,14.6,25.7,-0.5,0.3,-0.1,-0.017,-3.8,-0.6,-4.4,-0.3,2004
Bonzi Wells,SG,27,MEM,59,1468,13.5,0.489,0.09,0.231,4.3,11.1,7.7,13.0,2.5,0.8,14.8,26.8,-0.5,1.5,1.0,0.034,-2.1,-0.5,-2.5,-0.2,2004
Jiří Welsch,SG,24,BOS,81,2179,12.6,0.531,0.29600000000000004,0.337,3.2,12.2,7.8,14.0,2.4,0.2,15.5,17.4,1.7,1.9,3.6,0.08,-1.1,0.1,-0.9,0.6,2004
David Wesley,SG,33,NOH,61,2001,12.6,0.483,0.35600000000000004,0.228,1.6,6.2,3.8,16.1,1.9,0.5,10.2,22.4,1.4,1.4,2.8,0.067,-0.8,-0.7,-1.5,0.2,2004
David West,PF,23,NOH,71,930,15.9,0.519,0.009000000000000001,0.35100000000000003,14.0,22.6,18.2,11.1,1.6,2.3,15.4,15.3,1.4,1.3,2.8,0.14300000000000002,-0.8,0.3,-0.5,0.4,2004
Jahidi White,C,27,TOT,62,865,11.8,0.532,0.0,0.6629999999999999,12.7,21.7,17.2,1.3,1.5,4.4,21.2,16.3,0.1,1.0,1.2,0.064,-4.5,-0.2,-4.7,-0.6,2004
Jahidi White,C,27,WAS,1,4,-13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,50.0,22.1,-0.1,0.0,0.0,-0.57,-21.2,0.3,-21.0,0.0,2004
Jahidi White,C,27,PHO,61,861,11.9,0.534,0.0,0.667,12.8,21.8,17.3,1.3,1.5,4.3,21.0,16.2,0.2,1.0,1.2,0.067,-4.5,-0.2,-4.6,-0.6,2004
Rodney White,SF,23,DEN,72,985,16.4,0.527,0.18600000000000003,0.222,5.0,14.1,9.5,11.3,1.7,1.4,13.2,26.4,0.8,0.9,1.8,0.087,0.6,-0.9,-0.3,0.4,2004
Chris Whitney,PG,32,WAS,16,186,10.1,0.498,0.4,0.111,1.8,7.4,4.5,12.5,1.7,0.8,11.3,12.6,0.2,0.1,0.2,0.057999999999999996,-0.5,0.1,-0.4,0.1,2004
Chris Wilcox,C,21,LAC,65,1340,15.3,0.557,0.002,0.344,10.5,15.4,13.0,7.0,1.1,1.1,13.7,19.3,2.3,0.3,2.6,0.094,-0.4,-1.8,-2.2,-0.1,2004
Mike Wilks,PG,24,HOU,26,145,14.4,0.606,0.278,0.33299999999999996,2.6,10.1,6.5,20.6,1.1,0.0,14.5,15.9,0.4,0.2,0.5,0.16899999999999998,0.4,1.2,1.7,0.1,2004
Aaron Williams,C,32,NJN,72,1337,13.2,0.5489999999999999,0.009000000000000001,0.45299999999999996,8.9,17.0,13.0,10.4,1.4,2.7,17.8,17.5,1.1,2.3,3.4,0.122,-2.4,0.8,-1.6,0.1,2004
Alvin Williams,SG,29,TOR,56,1730,11.4,0.46299999999999997,0.179,0.171,1.2,8.8,5.0,23.6,1.8,0.4,12.8,17.1,0.3,1.8,2.1,0.057999999999999996,-2.4,0.6,-1.9,0.0,2004
Eric Williams,SF,31,TOT,71,1886,12.5,0.493,0.212,0.473,3.9,13.0,8.5,10.4,1.9,0.3,10.9,19.3,1.7,1.4,3.1,0.079,-1.8,-0.3,-2.0,0.0,2004
Eric Williams,SF,31,BOS,21,513,15.7,0.54,0.18100000000000002,0.616,4.8,16.2,10.6,8.5,2.2,0.2,12.1,22.7,0.7,0.5,1.2,0.11599999999999999,-0.5,-0.6,-1.1,0.1,2004
Eric Williams,SF,31,CLE,50,1373,11.2,0.47100000000000003,0.226,0.413,3.5,11.8,7.7,11.1,1.8,0.4,10.3,18.1,0.9,0.9,1.9,0.065,-2.2,-0.1,-2.4,-0.1,2004
Frank Williams,PG,23,NYK,56,714,10.7,0.478,0.28800000000000003,0.231,1.3,7.2,4.3,27.7,1.9,0.6,21.6,19.0,-0.1,0.5,0.3,0.023,-2.0,-0.9,-2.9,-0.2,2004
Jason Williams,PG,28,MEM,72,2115,16.9,0.517,0.511,0.13699999999999998,1.3,6.6,3.9,38.3,2.3,0.2,15.2,19.0,3.9,1.4,5.4,0.122,3.3,-0.8,2.4,2.3,2004
Jerome Williams,PF,30,TOT,68,1637,14.7,0.522,0.024,0.461,11.7,20.6,16.1,7.3,2.9,0.4,15.5,13.3,1.8,2.5,4.3,0.127,-0.8,1.2,0.4,1.0,2004
Jerome Williams,PF,30,TOR,15,407,12.4,0.552,0.018000000000000002,0.509,9.8,26.4,18.1,4.5,2.6,0.5,24.8,11.1,0.2,0.8,1.0,0.11699999999999999,-2.5,1.8,-0.8,0.1,2004
Jerome Williams,PF,30,CHI,53,1230,15.4,0.516,0.025,0.452,12.3,18.7,15.4,8.3,3.0,0.3,13.2,14.0,1.6,1.7,3.3,0.13,-0.2,1.0,0.7,0.9,2004
Mo Williams,SG,21,UTA,57,772,9.4,0.433,0.129,0.185,3.6,8.0,5.8,18.5,2.0,0.2,13.5,22.8,-0.3,0.5,0.2,0.011000000000000001,-3.1,-0.9,-4.1,-0.4,2004
Scott Williams,C,35,TOT,43,527,14.4,0.5,0.016,0.145,8.0,20.2,14.0,5.1,2.0,2.3,7.5,18.1,0.6,0.5,1.1,0.10400000000000001,-2.1,-0.3,-2.5,-0.1,2004
Scott Williams,C,35,PHO,16,267,19.3,0.5479999999999999,0.02,0.129,9.8,21.0,15.4,4.1,2.9,2.0,5.3,19.1,0.6,0.4,1.0,0.172,0.4,0.3,0.7,0.2,2004
Scott Williams,C,35,DAL,27,260,9.3,0.444,0.012,0.165,6.1,19.3,12.6,6.1,1.0,2.6,9.9,17.0,0.0,0.2,0.2,0.033,-4.7,-1.0,-5.7,-0.2,2004
Shammond Williams,SG-PG,28,TOT,53,763,13.1,0.495,0.431,0.25,1.3,7.8,4.5,25.3,2.6,0.2,15.4,18.1,0.7,0.2,1.0,0.06,-0.9,-0.6,-1.5,0.1,2004
Shammond Williams,SG,28,ORL,37,525,14.0,0.536,0.49,0.298,1.9,7.5,4.6,19.7,2.3,0.1,13.2,16.9,0.9,0.0,0.9,0.078,0.0,-0.9,-0.8,0.2,2004
Shammond Williams,PG,28,NOH,16,238,11.1,0.415,0.321,0.16,0.0,8.4,4.1,37.6,3.2,0.3,19.5,20.7,-0.2,0.3,0.1,0.02,-2.9,0.1,-2.8,-0.1,2004
Corliss Williamson,PF,30,DET,79,1574,14.4,0.546,0.0,0.327,6.6,12.2,9.4,7.2,1.0,1.0,14.1,23.8,1.6,2.5,4.1,0.124,-1.4,-0.1,-1.5,0.2,2004
Kevin Willis,C,41,SAS,48,373,14.9,0.491,0.006999999999999999,0.26,11.2,18.1,14.7,5.5,3.0,1.8,16.1,24.7,-0.1,1.0,0.9,0.111,-3.4,1.5,-1.9,0.0,2004
Loren Woods,C,25,MIA,38,506,12.3,0.503,0.0,0.573,14.8,16.1,15.4,3.3,1.2,3.0,17.8,13.6,0.4,0.6,1.1,0.1,-1.6,-0.6,-2.2,0.0,2004
Qyntel Woods,SF,22,POR,62,673,9.4,0.425,0.122,0.253,8.2,15.8,12.0,11.5,1.7,1.6,16.5,22.2,-0.7,0.5,-0.2,-0.012,-4.1,-0.8,-4.8,-0.5,2004
Metta World Peace,SF,24,IND,73,2714,18.2,0.511,0.218,0.395,4.3,12.5,8.4,19.2,3.1,1.4,13.4,26.2,2.8,5.2,8.0,0.141,1.6,1.9,3.5,3.8,2004
Lorenzen Wright,C,28,MEM,65,1674,14.0,0.474,0.009000000000000001,0.22399999999999998,9.6,20.5,15.0,7.2,1.4,2.5,10.7,19.4,1.0,2.1,3.2,0.092,-1.7,-0.5,-2.1,0.0,2004
Wang Zhizhi,C,26,TOT,16,114,11.5,0.466,0.304,0.217,4.0,14.4,9.2,3.3,1.4,3.4,10.6,23.2,0.0,0.1,0.1,0.043,-3.3,-0.8,-4.1,-0.1,2004
Wang Zhizhi,C,26,LAC,2,9,28.7,0.725,0.0,4.0,0.0,51.0,25.3,0.0,0.0,8.1,0.0,13.6,0.1,0.0,0.1,0.39,4.9,1.9,6.8,0.0,2004
Wang Zhizhi,C,26,MIA,14,105,10.1,0.451,0.311,0.133,4.4,11.2,7.8,3.6,1.6,3.0,11.2,24.0,-0.1,0.1,0.0,0.013000000000000001,-4.0,-1.0,-5.1,-0.1,2004
Tariq Abdul-Wahad,SG,28,DAL,14,204,12.4,0.47,0.017,0.10300000000000001,7.6,14.0,10.8,15.4,1.5,1.1,10.3,15.0,0.2,0.2,0.4,0.10400000000000001,-1.6,0.2,-1.4,0.0,2003
Shareef Abdur-Rahim,PF,26,ATL,81,3087,19.9,0.5660000000000001,0.051,0.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,7.4,2.3,9.7,0.151,2.3,-0.7,1.6,2.8,2003
Courtney Alexander,PG,25,NOH,66,1360,9.3,0.45899999999999996,0.113,0.289,3.3,6.8,5.0,9.8,1.2,0.3,10.7,21.3,0.1,1.0,1.1,0.04,-3.3,-1.2,-4.5,-0.9,2003
